asiakas,tuote,kpl,hinta,pvm
1000028,13591,2,128.17,2021-10-06
1000028,4523,12,46.07,2021-09-27
1006747,8516,1,59.22,2020-08-20
1000019,7022,20,63.88,2020-07-09
1000022,19458,1,51.47,2021-07-12
1000019,12875,3,11.80,2021-11-14
1001568,13252,3,8.29,2020-05-14
1000019,15765,4,98.17,2021-09-13
1000011,15333,2,129.34,2020-01-31
1004204,8113,4,51.26,2020-03-24
1007744,8793,18,30.03,2020-10-28
1000023,19426,1,27.63,2021-07-07
1007742,158283,4,41.08,2020-06-28
1000011,1599,1,57.42,2021-07-26
1000011,14007,2,97.30,2020-05-18
1005342,4768,6,88.08,2021-09-06
1005086,4756,1,35.50,2021-04-21
4000007,116950,2,73.85,2020-12-29
1000019,9607,1,146.13,2021-07-12
1000019,14675,2,105.83,2020-11-30
1000015,9407,1,131.96,2021-12-27
1003972,12234,2,132.95,2021-04-09
4000007,6733,20,12.19,2020-06-04
1000028,9747,9,34.18,2021-02-25
1004204,173679,5,5.80,2021-01-11
1007742,114985,1,14.81,2021-06-01
1007754,10966,2,15.38,2021-08-17
1007744,17119,2,10.18,2021-02-26
1000028,5839,1,181.24,2020-02-21
1007742,12436,2,19.61,2021-10-26
1000022,12306,3,99.34,2020-02-08
1008483,12256,1,9.82,2021-04-21
1000012,17697,6,19.79,2020-06-12
1007742,6619,1,37.90,2021-09-21
1005342,4315,3,34.27,2021-01-30
1007741,8744,6,29.85,2020-12-16
1000017,5338,5,20.81,2020-09-22
1007742,16976,1,13.99,2020-06-18
1000028,4404,2,64.21,2020-10-19
1000022,19831,90,3.33,2020-08-23
1000012,6734,1,65.14,2021-08-16
1000022,6986,4,52.70,2021-06-30
1003972,174102,6,6.34,2020-11-26
1004204,15925,17,7.45,2020-04-13
4000007,12470,1,35.83,2020-12-14
1005009,7575,10,22.85,2021-04-23
1000024,147452,2,36.85,2021-02-13
1000022,5816,1,20.54,2021-09-05
1003380,8740,2,24.75,2021-01-06
1000028,195620,1,25.17,2021-10-09
1003380,13537,4,73.34,2021-04-13
1007742,12164,1,23.66,2021-02-03
1000028,114863,1,5.02,2021-04-16
1000017,13149,24,7.81,2020-12-25
1007365,113555,12,60.12,2021-09-05
1007365,13182,-3,9.67,2020-12-26
1000024,6240,1,37.39,2021-11-23
1000012,113387,4,37.30,2021-05-18
1000020,9818,1,29.31,2021-05-21
1007741,210731,1,225.23,2020-04-17
1000020,11488,2,62.94,2021-02-21
1007752,12798,1,10.66,2020-08-30
1000022,12638,13,33.87,2020-04-28
1006747,13712,2,60.30,2020-07-28
1000017,53272,-1,90.72,2021-01-27
1000028,110940,1,187.27,2020-12-29
1005086,1177,1,29.25,2021-09-07
1000011,16727,1,17.87,2020-03-19
1005342,16919,4,17.66,2021-03-21
1007742,174174,1,9.55,2020-03-20
1000020,14470,2,107.57,2020-06-06
1000022,206650,1,108.11,2020-10-17
1007752,17012,2,15.95,2020-10-20
1000012,21305,4,10.75,2021-08-25
1007365,211132,3,19.88,2020-10-21
1000022,2103,1,10.27,2021-10-12
1007751,14241,1,111.96,2018-04-15
1007742,12845,1,29.67,2021-06-14
1000022,206711,0,72.07,2020-07-21
1007365,15259,2,92.04,2021-08-29
1007742,9565,1,30.75,2021-09-20
1000019,8738,2,23.30,2021-08-02
1003380,4093,2,21.02,2021-04-10
1000019,110224,1,842.79,2021-03-19
1007741,12097,2,31.35,2020-06-15
1000011,4702,1,33.90,2020-10-30
1000020,219670,4,16.79,2020-11-19
1004204,173934,2,5.65,2020-10-14
1004204,10683,1,65.53,2020-02-06
1000019,6214,1,131.60,2020-08-17
1000023,5975,4,81.65,2020-04-08
1007744,13354,6,200.98,2021-09-25
1007744,222606,1,107.66,2020-10-28
1007743,17190,3,13.84,2021-04-25
1006747,19806,4,44.24,2020-05-05
1007743,17068,1,86.67,2021-01-30
1006747,1229,3,25.08,2021-06-15
1006747,11115,9,29.46,2020-11-26
4000007,4727,1,30.75,2021-08-31
1006747,4693,1,43.82,2021-02-13
1000012,14240,2,111.96,2021-07-11
1007741,19566,4,48.23,2020-07-15
4000007,2252,1,10.39,2020-10-11
1008483,1640,23,15.14,2020-10-20
1000019,11104,2,30.57,2021-09-16
1007742,16972,2,21.86,2020-10-10
1005342,17021,2,16.40,2020-07-15
1007741,5323,2,40.00,2020-06-25
1000011,15506,3,87.27,2021-04-28
1000015,15789,2,74.06,2021-02-14
1007741,170887,3,4.05,2021-11-24
1007754,4222,2,30.57,2020-04-23
1007754,12828,1,23.06,2020-02-11
1005342,10942,2,17.66,2021-11-05
1000017,12938,5,9.34,2020-03-06
1000025,12525,2,20.75,2021-01-11
1007744,13500,2,179.56,2020-09-05
1007365,211058,7,11.56,2020-07-04
1003972,113818,6,46.49,2020-12-15
1000014,13344,1,181.84,2021-10-24
1000017,1284,1,27.03,2021-12-20
1007365,6419,5,25.05,2021-07-30
1004204,13249,8,9.76,2020-07-19
1000024,114846,1,6.67,2021-05-25
1000019,1465,1,151.51,2021-07-06
1007365,114670,34,6.19,2021-06-02
1008483,2767,1,44.87,2021-02-18
1007741,19574,2,83.01,2020-01-27
1007752,15061,2,115.17,2021-12-05
1004204,16114,1,14.47,2021-06-19
1000022,1590,5,50.48,2021-07-18
1000015,13232,5,10.99,2020-10-03
1000011,19200,6,5.41,2020-05-03
1007742,115137,6,6.37,2020-10-14
1000025,12733,1,25.68,2021-01-12
1007742,211603,24,15.95,2021-10-30
1000022,113350,0,117.45,2021-05-20
1003380,40750,1,32.37,2022-01-19
1000012,18178,2,36.88,2020-12-23
4000007,5269,15,22.55,2020-06-20
1000012,16932,5,19.25,2020-03-22
1007741,222532,4,17.48,2020-11-01
1007741,211070,2,25.68,2021-02-20
1000012,15963,1,35.41,2021-07-04
1000025,110110,1,116.46,2020-11-20
1000022,71192,1,56.82,2020-11-24
4000007,9558,2,151.48,2021-06-19
1007742,10567,1,24.39,2021-09-02
1007742,110138,1,169.31,2020-10-28
1005086,3653,1,13.03,2021-03-14
1007752,12740,2,21.83,2021-01-23
1000024,10541,1,10.15,2021-11-15
1000012,13052,1,13.60,2021-11-14
1007743,2530,2,28.29,2021-10-27
1000024,206561,1,108.11,2020-05-04
1000025,12584,3,13.75,2021-07-29
1007742,173404,24,4.25,2020-07-11
1000017,40806,1,13.36,2020-07-14
1003380,13271,1,621.07,2021-04-03
1000020,53046,5,14.78,2020-07-30
1000020,17030,2,15.08,2020-04-21
1000014,118692,1,142.62,2021-06-06
1000022,8395,3,73.52,2020-03-13
1000015,9571,1,24.48,2020-01-26
1004204,169055,3,12.67,2020-07-11
1000015,13101,2,16.88,2021-12-07
1005342,12784,-1,20.21,2020-11-14
1000022,114254,22,130.30,2020-07-14
1000017,12813,2,19.30,2020-08-02
1000019,19581,8,69.10,2021-07-28
1007742,1626,30,11.53,2020-12-09
1000020,2312,1,213.85,2021-08-04
1003972,19227,3,396.41,2020-04-25
1000023,6598,3,31.08,2021-12-29
1000012,8487,-1,65.41,2021-06-28
1000022,13490,3,54.87,2020-02-12
1000020,7672,1,38.17,2020-10-26
1000023,12936,4,19.28,2020-11-01
1007365,12888,4,7.72,2021-07-08
1006747,13102,3,12.28,2020-04-11
1000028,195560,1,74.36,2021-09-20
1007742,211075,3,15.89,2021-08-08
1000028,9548,1,62.04,2020-02-23
1004204,18822,4,55.38,2020-04-16
1000011,14045,4,130.09,2021-10-25
1003380,222480,1,52.22,2021-07-25
1000011,8260,2,74.63,2021-07-19
1007741,8537,1,39.76,2020-12-10
1007741,17045,3,18.59,2021-10-21
1005086,16685,2,14.75,2021-11-19
1000011,114525,3,36.91,2020-04-19
1000023,12860,3,8.17,2020-07-28
1000012,16663,11,2.61,2021-12-09
1000020,13780,1,41.71,2020-04-10
1005342,12919,18,9.22,2020-05-31
1000014,21302,6,8.33,2020-06-12
1000011,18747,-1,66.07,2020-12-13
1007741,191782,0,198.02,2021-03-25
1007741,9745,4,33.39,2021-03-19
1001568,4687,1,32.16,2021-11-04
1004204,191387,1,216.22,2021-07-12
1005009,1598,14,4.62,2021-07-14
1000025,5166,1,83.43,2021-10-25
1007741,202487,1,196.73,2021-02-05
1000019,115351,1,7.48,2020-06-16
1000020,5490,1,347.22,2020-08-09
1000011,11911,1,1048.80,2021-09-04
1004204,114792,1,33.66,2020-02-24
1000015,2526,20,23.27,2020-08-14
1007742,19583,2,79.76,2021-06-12
1000014,114377,3,251.36,2021-12-19
1003380,194876,4,26.16,2020-02-22
4000007,112955,1,12.43,2021-05-07
1000019,147191,3,39.25,2020-07-18
1000020,16829,1,13.63,2020-06-14
1000017,110553,1,157.54,2021-09-16
1004204,1235,3,61.29,2020-01-27
1000022,7869,4,75.86,2020-06-01
1000014,13135,2,22.03,2021-10-04
1004204,115044,2,10.78,2020-11-11
1000012,16792,3,19.43,2020-12-20
1007741,8093,14,46.13,2021-11-18
1000024,15677,1,11.89,2021-04-21
1005086,1271,2,41.41,2021-10-13
1003972,8765,6,39.04,2020-12-09
1000022,4185,1,24.39,2020-05-25
1000015,219718,3,51.05,2021-05-23
1000014,16427,1,23.36,2021-07-14
1000024,53341,17,15.35,2020-03-18
1007365,202673,1,211.63,2021-09-26
1007743,19629,1,25.35,2020-08-20
1000025,2533,1,24.23,2020-07-07
1007741,8854,4,21.89,2020-04-23
1000015,21319,9,10.39,2020-08-25
1003972,53368,2,16.76,2021-12-18
1003380,17044,5,16.01,2020-05-25
1007743,17027,5,13.24,2021-11-18
1000017,20379,2,89.94,2020-06-18
1000011,7876,24,42.04,2021-03-12
1000019,4084,1,20.30,2021-09-26
1000014,223462,6,25.44,2021-04-29
1007744,2317,1,185.47,2020-12-18
1007744,12889,1,7.66,2020-06-29
1000011,13129,30,21.50,2021-11-06
1005342,110187,1,211.27,2021-12-30
1007744,16903,2,18.23,2022-01-03
1007744,1170,1,28.98,2021-05-20
1000015,10113,2,50.81,2021-07-13
1007742,1750,4,20.87,2021-06-25
1000015,7005,60,15.77,2021-07-22
1005342,203944,1,180.19,2020-10-23
1000014,4412,4,46.91,2021-05-20
1000028,2158,2,8.56,2020-03-23
1000011,4473,6,48.77,2021-09-10
1007741,40658,5,11.26,2020-11-29
1005086,204300,1,360.37,2020-07-01
1000022,71460,1,31.35,2021-07-26
1007744,4077,1,18.56,2021-01-22
1007742,13161,1,8.47,2020-07-24
1000017,14594,2,175.62,2020-03-18
1000015,9575,1,45.20,2021-11-13
1000017,9587,1,36.04,2021-07-19
1000015,40716,1,17.87,2021-07-31
1000015,8259,1,44.30,2021-01-10
1005009,114883,1,36.70,2020-11-10
1000023,13488,2,133.67,2021-09-24
1000015,13143,7,17.66,2020-05-26
1004204,10890,1,34.48,2021-03-11
1003380,16040,7,16.40,2021-02-24
1007742,30235,1,36.70,2020-05-11
1004204,116364,2,40.48,2021-01-08
1000023,9476,2,13.06,2020-04-17
1000023,114715,1,7.66,2021-06-26
1008483,3743,1,12.67,2020-07-18
1007365,114883,2,36.70,2021-02-27
1000011,5689,1,14.05,2021-07-03
1004204,19899,350,1.02,2020-07-05
1000020,12986,7,24.23,2020-12-08
1007365,6394,5,19.07,2021-02-16
1000024,9914,2,43.06,2021-05-27
1000015,1188,2,23.27,2020-09-26
1000019,2272,6,17.75,2021-12-06
1007741,19630,6,16.58,2020-06-18
1001568,19557,4,59.46,2020-07-02
1000028,16562,1,272.83,2020-12-19
1004204,115811,2,30.57,2021-08-08
1007754,12383,2,110.18,2021-11-11
1000020,6166,7,29.28,2020-12-31
1007744,5430,3,19.46,2020-07-12
1000022,12803,1,12.37,2020-11-07
1004204,112943,2,27.03,2021-11-04
1007752,4523,1,46.07,2020-05-12
1007741,211095,6,14.05,2021-08-23
1005342,10732,-1,40.09,2020-11-21
1000014,6349,1,65.14,2021-09-01
1003380,1261,3,31.98,2021-10-28
1004204,13148,10,7.15,2021-05-14
1000028,45314,9,12.64,2020-12-30
1007744,2301,4,272.79,2021-03-19
1007741,194876,3,26.16,2021-07-04
1000011,2171,8,13.41,2020-03-31
1007744,8718,6,34.09,2020-04-11
1000014,5939,1,11.14,2021-09-14
1007741,115855,1,7.60,2021-02-11
1000019,40456,6,13.06,2020-02-08
1000020,12368,3,36.49,2021-04-06
1004204,6687,3,65.83,2020-06-28
1000024,6355,2,36.46,2020-12-23
1005342,16781,2,18.23,2020-08-28
1003380,8093,4,46.13,2021-03-24
1000022,14275,2,107.63,2021-04-16
1007741,206240,-1,108.11,2021-08-17
1007744,211161,21,17.24,2021-12-13
1003380,40860,3,12.64,2021-11-04
1000019,6769,20,21.02,2021-02-10
1007744,206690,1,108.11,2021-04-08
1000019,19932,3,21.38,2020-05-19
1007742,12765,1,13.36,2020-05-22
1000023,14634,-2,67.63,2020-09-10
1000028,147566,2,32.01,2022-01-05
1000011,14629,4,117.99,2020-12-03
1007742,118561,135,6.63,2021-09-04
1007742,15800,4,105.65,2020-09-06
1007744,4816,1,39.58,2021-11-09
1000028,207281,1,33.27,2020-12-10
1007741,219712,3,38.17,2020-11-23
1000014,13147,4,23.03,2021-10-09
1000024,110953,1,166.16,2020-05-10
1000023,3941,-1,15.02,2020-12-26
1000015,1266,2,30.90,2020-03-26
1000019,195549,1,43.39,2020-07-15
1007741,9396,2,55.38,2020-01-30
1000022,204409,0,360.37,2020-02-22
1000014,11533,2,122.11,2021-07-25
1005342,19206,1,1238.78,2021-08-28
1005086,40922,1,32.37,2020-04-09
1007754,16682,12,11.68,2021-03-04
1000025,11728,2,83.43,2021-03-07
1000025,10940,1,31.62,2020-03-14
1000025,110921,4,991.02,2022-01-20
1007365,202891,-1,144.15,2020-11-24
1007741,112980,3,66.61,2021-12-20
1007742,10435,1,106.43,2021-06-08
1007752,12843,1,28.89,2020-10-04
1000028,116878,24,116.49,2020-09-03
1007752,18579,1,40.27,2020-11-02
1000020,13525,3,126.70,2021-04-14
1007742,115858,1,12.73,2020-04-05
1000015,13108,9,13.84,2021-04-22
1000023,12852,1,12.49,2020-02-01
1000011,12732,5,23.06,2021-03-18
1000019,115038,4,48.59,2020-07-17
4000007,8809,4,16.70,2021-07-22
1000025,19623,1,51.92,2021-05-02
1000023,106378,1,13.78,2020-04-18
1004204,12228,1,119.79,2021-03-23
1000025,211111,1,36.01,2020-07-18
1007742,13214,1,230.13,2021-07-13
1000022,2307,11,56.51,2021-12-02
1006747,13594,4,106.52,2020-10-10
1004204,137992,0,55.47,2021-10-02
1000015,4271,1,24.90,2020-12-22
1000020,8872,1,13.00,2021-07-24
1000014,10131,2,115.71,2021-06-07
1007741,16040,9,16.31,2020-03-13
1000028,111086,4,12.13,2021-03-18
1003972,45399,4,8.38,2021-10-19
1005009,202891,0,144.15,2021-07-19
1000015,8424,5,62.61,2021-10-09
1003380,2610,1,29.85,2020-07-05
1000022,5138,3,48.20,2020-03-27
1007754,7016,2,68.86,2021-05-29
1000024,111095,1,42.40,2021-02-10
1007754,16660,3,31.89,2020-11-03
1000014,12805,2,12.79,2021-10-04
1003380,19630,6,16.58,2020-07-31
1000022,110112,2,290.37,2020-06-30
1000025,211086,1,26.76,2021-09-20
1000028,8416,0,46.67,2020-07-18
1005342,16675,1,12.55,2021-03-18
1007365,114674,58,4.17,2021-06-14
1007365,195527,11,130.00,2020-09-16
1000011,115947,1,12.04,2021-03-20
1005086,30406,1,12.49,2021-04-16
1000015,205877,1,108.11,2021-07-01
1007742,112875,1,26.97,2021-02-06
1000019,40590,2,10.15,2021-05-10
1000011,9874,1,153.73,2020-11-10
1003380,19566,6,48.23,2020-08-24
1005342,211081,5,20.39,2020-09-12
1000022,13528,7,110.51,2022-01-19
1000022,10860,5,15.44,2020-04-13
1000028,12956,12,34.48,2020-02-08
1000019,113238,3,101.14,2020-03-29
1000011,10604,2,13.00,2021-02-02
1000028,2274,2,29.55,2021-01-10
1000025,3486,1,27.90,2020-12-28
1000017,16766,4,24.30,2020-02-23
1000014,2716,1,160.19,2021-08-24
1003380,6012,1,293.34,2021-11-22
1000023,117021,11,18.23,2021-03-17
1003380,5207,1,22.16,2020-07-23
1000012,5756,1,137.36,2020-12-29
1008483,206309,1,144.15,2020-07-20
1007365,112987,1,63.88,2021-01-29
1000028,17012,4,15.95,2020-10-04
1000022,116360,4,42.82,2022-01-14
1000024,9496,5,61.53,2020-03-30
1000014,7852,2,69.01,2021-02-14
1000014,5633,2,14.23,2021-07-20
1003380,5194,1,114.48,2022-01-07
1000028,3598,1,24.75,2021-10-12
1007741,110111,1,238.48,2021-08-10
1000017,219678,1,24.99,2020-10-02
1007742,34806,1,147.00,2020-04-29
1000014,15692,2,98.86,2021-04-28
1000028,12798,2,10.99,2021-06-16
1000028,15196,3,122.74,2021-08-27
1000014,9190,4,100.54,2020-06-30
1007741,40750,2,32.37,2020-05-19
1000020,16860,2,19.04,2020-12-12
1000012,4228,2,27.57,2021-07-03
1005086,4827,1,57.06,2021-03-17
1006747,18765,4,42.28,2020-12-22
1006747,6592,1,20.87,2022-01-06
1006747,8409,1,70.72,2020-09-11
1006747,13458,6,155.29,2021-08-21
1000025,45552,5,29.10,2021-07-21
1003972,7460,100,0.48,2021-12-20
1007741,17212,2,14.66,2021-02-26
1000025,12894,1,8.56,2020-11-17
1000019,118632,2,21.89,2020-05-01
1000011,13522,8,183.12,2021-05-29
1000023,19553,140,3.81,2020-05-11
1000015,71014,1,58.23,2020-06-04
1003380,7641,1,22.04,2022-01-17
1000020,12463,3,31.59,2020-04-27
1000025,106364,1,23.54,2020-09-04
1007754,8112,1,100.48,2020-02-18
1005342,6960,20,5.20,2020-11-21
1000024,112898,2,31.05,2021-02-09
1000024,8431,2,71.32,2021-01-18
1000015,114853,1,9.61,2021-04-06
1000011,19297,3,28.68,2021-04-28
1000015,14311,-2,84.57,2020-04-30
1000011,112989,1,39.82,2020-09-01
1000022,9342,4,183.67,2021-07-18
1000014,14693,2,125.08,2021-04-07
1000022,5171,2,57.30,2020-02-28
1000015,12833,2,25.68,2020-03-28
1000015,8614,2,133.97,2021-08-21
1007742,7466,100,0.48,2020-03-26
1004204,12782,1,103.04,2020-11-08
4000007,12260,1,26.79,2021-01-22
1003380,9878,2,45.02,2020-11-14
1000024,16659,2,36.22,2020-06-19
1000020,211125,8,14.75,2020-04-17
1007754,211110,3,27.24,2021-05-14
1005086,13405,1,184.39,2020-12-15
1001568,11024,2,19.22,2020-07-03
1003380,17045,2,18.59,2021-09-04
1003972,211091,6,25.26,2020-12-21
1000012,114971,1,7.48,2020-05-22
1000020,13656,1,41.02,2021-03-05
1007365,114762,4,4.08,2021-11-17
1007754,114866,0,44.90,2020-09-12
1007754,13195,13,26.49,2020-05-02
1000022,211089,7,21.47,2021-01-28
1000024,12350,2,13.41,2022-01-17
1000019,16791,5,19.97,2020-06-01
1007365,10809,1,36.22,2022-01-24
1000019,21292,2,5.77,2021-04-18
1000023,1530,-2,60.99,2021-06-30
4000007,11965,1,26.46,2021-06-19
1000022,116762,1,171.84,2020-06-04
1000011,194350,1,34.00,2020-07-07
1005086,13146,2,18.35,2020-05-26
1000028,40638,3,16.76,2020-12-20
1005009,3059,1,42.49,2021-12-13
1005342,16874,1,52.31,2020-08-27
1003380,16907,1,169.40,2020-08-13
1007754,8757,2,33.57,2021-11-19
1000024,12610,2,11.47,2021-09-16
1007365,10746,1,68.05,2021-01-30
1003380,8744,6,29.85,2020-04-12
1000019,13023,2,1.56,2021-11-20
1000015,16412,1,44.99,2021-10-12
1007754,14372,2,119.79,2020-11-17
1003972,174117,13,7.75,2021-08-21
1000028,111034,4,230.13,2020-05-12
1000011,13341,1,166.37,2020-03-18
1008483,112954,1,19.07,2021-07-06
1006747,4918,2,21.98,2021-11-14
1000012,8901,1,58.41,2022-01-08
1000012,206121,1,108.11,2021-07-01
1000017,112921,8,34.39,2020-05-06
1007742,222682,2,11.38,2020-10-31
1000015,4247,6,39.28,2021-03-12
1003972,106361,4,22.28,2021-09-05
1003972,45433,6,18.80,2021-05-18
1000025,13322,1,180.22,2020-08-02
1005086,4298,6,65.71,2020-05-31
1000028,40800,4,19.01,2021-11-09
1007742,12862,4,14.90,2020-05-27
1000012,17192,3,14.66,2021-06-09
1000017,13188,48,8.72,2020-11-09
1000028,2784,11,44.51,2020-12-26
1005086,13151,6,7.33,2020-06-28
1004204,112913,1,14.29,2020-04-09
1000028,12740,5,21.50,2020-04-06
1000022,1110,1,91.68,2021-09-26
1000011,16985,1,14.75,2021-03-05
1000022,7607,10,7.84,2020-03-21
1000025,2360,1,91.53,2021-03-05
1007741,13537,6,72.80,2020-08-08
1003972,8716,2,73.13,2021-10-06
1007742,8398,1,75.02,2020-05-30
1000017,8562,8,27.90,2021-06-29
1000022,16763,1,135.41,2020-08-23
1006747,13179,8,9.22,2021-10-11
1000011,6670,3,20.87,2020-07-23
1005086,1452,1,80.33,2021-08-24
1007365,114679,48,4.99,2021-06-24
1000012,114983,2,5.59,2020-12-25
1000019,211158,94,6.49,2021-06-23
1003972,11035,2,29.07,2021-09-04
1000019,13595,8,152.38,2020-05-30
1000028,13552,1,122.11,2020-07-28
1007743,19633,13,10.75,2020-07-31
1000028,8007,3,84.51,2020-08-23
1000015,14845,2,153.52,2020-11-15
1000022,1302,6,60.69,2021-11-27
1007741,4093,1,21.02,2021-10-25
1000019,19556,20,2.04,2021-12-14
1000017,6606,4,20.87,2021-08-05
1000012,210649,1,115.71,2021-11-15
1005086,1412,30,4.47,2020-07-24
1000028,105312,2,14.05,2021-07-16
1007744,12210,3,11.77,2020-12-19
1003972,2542,3,99.73,2021-10-10
1000022,13254,6,11.14,2021-11-20
1007743,7154,1,27.96,2021-08-05
1003972,206282,0,72.07,2020-02-17
1000028,15061,2,115.17,2021-06-14
1000028,11027,-1,22.19,2020-06-17
1000019,110181,1,176.58,2020-04-15
1000017,113351,5,89.46,2020-10-29
1000015,19611,24,10.75,2020-02-22
1000022,10788,1,15.74,2021-03-09
1001568,40442,1,15.05,2020-06-02
1000022,110230,1,741.94,2021-07-22
1004204,12659,1,67.63,2021-11-07
1004204,16115,1,14.75,2020-11-01
1000011,4286,2,47.09,2021-05-21
1007742,40498,1,16.76,2021-01-01
1000011,14686,4,141.54,2020-12-24
1000017,17111,2,19.97,2021-12-09
1007754,2088,2,61.47,2021-06-30
1000024,13888,2,131.66,2021-11-11
1000019,6210,3,141.42,2020-10-06
1007754,13111,5,21.50,2020-07-21
1000014,13062,8,22.03,2020-03-21
1000015,19675,4,111.50,2020-11-03
1000017,16425,3,20.30,2021-08-04
1007365,222775,1,20.96,2021-09-12
1000028,8278,1,199.53,2021-05-21
1000017,6538,2,32.16,2021-12-15
1006747,12390,2,14.69,2020-05-17
1000012,13740,1,62.04,2020-11-30
1000025,13051,1,21.50,2020-08-18
1007741,16859,1,135.56,2021-05-21
1007741,13589,3,72.60,2020-03-18
1007742,10199,3,9.28,2021-07-13
1000015,7463,400,0.39,2020-08-23
1007754,17039,2,21.86,2020-03-24
1005342,13462,1,122.08,2020-08-19
1000022,115548,2,55.86,2020-07-20
1006747,5696,1,13.87,2020-09-05
1000014,16990,4,15.08,2020-11-30
1007741,4877,1,66.88,2022-01-11
1007741,2440,2,121.45,2021-05-30
1000025,113163,3,115.44,2020-02-10
1007744,17013,1,16.40,2021-05-20
1005342,16679,2,21.50,2021-01-25
1000023,211119,2,32.76,2020-11-29
1005086,13540,2,174.21,2020-09-06
1000014,17255,1,86.37,2021-09-14
1003380,16117,1,14.75,2021-01-07
1000024,13512,1,77.54,2021-11-20
1000022,147436,1,29.25,2020-03-14
1000019,13290,4,186.08,2021-08-13
1000011,147136,3,31.80,2020-10-20
1004204,10880,1,29.01,2021-01-22
1004204,13494,1,68.80,2020-04-18
1000014,5815,4,7.45,2020-07-09
1007752,19222,5,833.36,2020-02-24
1006747,12254,4,25.28,2021-01-26
1000014,4621,3,22.25,2020-10-07
1008483,5209,1,113.37,2020-03-01
1000025,10878,5,39.58,2020-12-15
1000015,12890,6,7.83,2021-08-30
1000023,9847,4,46.58,2021-10-28
1000023,12633,1,19.82,2020-04-30
1007742,174160,1,9.76,2021-10-20
1000019,118668,1,95.35,2020-03-18
1000017,17209,1,13.69,2021-07-20
1000028,1073,2,47.45,2021-08-14
1000012,12196,1,11.14,2021-02-06
1007754,18810,93,38.17,2020-07-18
1000025,13130,18,20.06,2022-01-15
1000019,18766,4,46.64,2021-08-30
1000020,19913,8,81.77,2021-07-06
1000023,7619,30,11.47,2020-12-29
1006747,2220,3,13.62,2021-06-09
1007741,5787,1,48.53,2020-12-03
1000012,14318,1,116.73,2022-01-15
1000014,40867,1,15.77,2020-09-11
1006747,2302,7,198.94,2021-02-21
1004204,112940,2,40.63,2020-09-25
1000012,16037,2,12.00,2021-09-08
1007741,5551,12,23.90,2021-02-10
1004204,2310,4,106.07,2021-08-31
1007365,15319,3,95.47,2020-03-10
1006747,12842,2,28.05,2021-01-30
1000012,6933,3,75.50,2020-10-27
1000011,15536,2,95.35,2021-07-20
1000011,15188,2,102.29,2021-10-29
1000028,15346,2,106.58,2021-12-22
1005342,10304,-1,40.57,2020-11-13
1007742,206219,-1,90.09,2020-03-09
1006747,2615,1,34.63,2020-11-01
1006747,219658,2,177.96,2021-08-18
1003380,7027,-4,72.43,2020-05-26
1007742,1888,3,10.24,2020-02-17
1000015,110107,2,203.76,2020-03-02
1003380,9408,2,45.23,2020-04-30
1004204,175196,1,19.67,2021-09-29
1003972,53052,1,26.31,2020-06-18
4000007,17089,2,28.89,2021-02-07
1000023,13523,1,161.45,2020-05-20
1006747,9392,1,40.84,2021-09-02
1007741,14627,2,98.62,2020-02-04
1000022,71447,1,48.05,2020-04-27
1000014,9252,3,45.89,2020-07-28
1000019,206719,-1,144.15,2021-11-19
1007742,3698,1,11.68,2021-06-22
1000011,3054,1,29.55,2021-04-22
1000019,205772,-1,144.15,2022-01-06
1000025,17040,2,11.80,2022-01-23
1000024,15905,39,10.57,2020-06-26
1000012,8362,1,44.66,2020-10-01
1000017,17173,1,85.56,2020-12-10
1000022,16846,2,12.22,2020-06-10
1000024,19672,20,1.71,2020-05-25
1000028,1931,4,20.39,2021-12-24
1007743,1852,5,16.43,2021-06-26
1005086,10575,1,27.75,2021-02-16
1007744,16116,2,14.66,2021-04-06
1004204,219672,2,25.08,2020-06-15
1003972,6241,1,35.08,2021-03-17
1007752,19205,1,3040.63,2020-07-26
1000020,6239,5,33.51,2020-04-06
1000019,5925,6,68.53,2021-07-17
1004204,110184,2,191.06,2021-10-24
1004204,163302,4,28.05,2020-10-08
1003380,15907,1,7.87,2021-03-18
1007754,12896,-1,8.83,2020-06-05
1005086,15967,32,17.18,2022-01-12
1000014,2304,3,302.53,2021-09-05
1000015,12828,6,23.23,2021-12-27
1000015,4222,2,30.57,2021-09-08
1004204,16684,1,20.90,2020-11-26
1000020,45321,1,19.28,2021-12-15
1000028,147009,1,37.78,2020-03-15
1000015,12444,2,58.41,2020-11-22
1000023,115667,1,167.33,2020-10-11
1000025,16889,2,49.70,2021-05-25
1004204,177372,2,9.82,2021-01-11
1004204,220473,1,244.42,2021-12-26
1000012,16509,1,120.18,2021-10-06
1000020,19683,210,7.93,2021-02-04
1007741,15924,174,9.01,2020-11-30
1000028,9385,2,20.30,2021-05-04
1000028,9652,6,43.57,2020-06-01
1000011,106388,1,20.75,2021-03-31
1000017,7715,1,42.49,2022-01-10
1004204,10953,2,13.84,2021-05-13
1007754,13232,10,10.99,2020-11-10
1000023,211113,30,17.06,2021-02-11
1000022,10907,2,8.47,2022-01-18
1000011,12092,4,12.60,2021-07-29
1005086,20975,1,20.99,2020-06-18
1007365,9790,1,28.80,2021-12-18
1007365,115534,10,10.60,2021-06-02
1005086,1046,2,66.85,2021-12-26
1000028,211063,1,12.67,2020-09-22
1000014,16978,7,15.95,2020-04-20
