tuote,koodi,tuoteryhma
75286,1301714207530,40009
32869,0988720373603,5340
75287,1309428481530,40009
32870,0986294312603,5340
32897,0987816901603,5340
75288,1304065945530,40009
102214,1307873771536,40009
32901,0983572175603,5340
32903,0988101446603,5340
75323,1304935568532,40009
75332,1304847296532,40009
75333,1306360938532,40009
9893,0246879109121,5210
39677,1285108427021,40015
9894,0247170326121,5210
9895,0249190909121,5210
24435,0254835228040,5230
32904,0981920743603,5340
25447,0393350733024,5975
25448,0395388305024,5975
25450,039883115024,5975
39679,1283635450021,40015
39735,1289534005743,40015
95235,2438175638337,40015
34084,0983732470644,40019
105362,0983189951604,5340
32927,0981026408603,5340
91121,2416441555615,40015
77705,1427211219070,40015
104461,025739027800,5010
18556,0255153235800,5010
18557,0253725804800,5010
51803,0007474581141,5450
51804,0009254209141,5450
51805,0008050054141,5450
51947,0124954465046,5340
51951,0123526753046,5340
51952,0127149914046,5340
51955,0124122249046,5340
51956,0126348305046,5340
51957,0125153729046,5340
52249,012458866420A,5340
41153,1684519957051,8040
41154,1684236121051,8040
41155,1684090894051,8040
41156,1684984340051,8040
41253,168920866071,8040
41254,1687506337071,8040
41255,1682805750071,8040
41256,168942135071,8040
85281,1693361924510,8040
41257,1689841062071,8040
41259,168837899071,8040
41260,1683831242071,8040
3012,1682829313071,8040
41261,1684117309071,8040
41267,1684076186071,8040
41268,1687325863071,8040
41270,1681087128071,8040
41312,1688299566071,8040
109857,1682403176071,8040
41485,1688831680133,8040
41486,1684113681133,8040
41488,1687061577133,8040
41489,1683817350133,8040
41522,1687654585145,8040
41523,1688365751190,8040
41524,1687444694190,8040
41545,1682252509202,8040
41986,1684138352312,8040
42052,1684782569335,8040
42054,1687673590335,8040
15526,K037380840530,2040
15527,K032301255542,2040
211898,1988877109747,4070
42055,1683512121335,8040
42057,1685397493335,8040
42058,1684808472335,8040
42059,1683085455335,8040
42060,1689929610335,8040
42311,1681096743446,8040
42314,1683681043446,8040
42315,1686626759446,8040
10609,1686171424446,8040
2765,1683015707446,8040
42319,1685267286446,8040
110043,1689160612446,8040
110042,168866046446,8040
105885,1686443689702,8040
105886,1686080856702,8040
44076,1682785513751,8040
44077,1684692868751,8040
60080,F011170910G00,5230
106167,1698334859070,8040
107099,0252697754800,5010
1903,0989179106631,40009
101840,946563804161,40015
81742,1468142339353,40015
41630,1686117904266,8040
82170,1466516210513,40015
86477,1923104397840,40015
80084,1466633000133,40015
80085,1465176409133,40015
98217,9414605153161,40015
98223,9419691210161,40015
80088,1466952513133,40015
16565,0206476720500,40015
102284,1687600180700,8040
15532,G216246616582,1220
84283,169593852160,8040
85745,1699493038565,8040
61343,0209765800500,40015
75314,1304479226532,40009
107047,0254805731800,5010
41919,16880955392X6,8040
75319,1304239432532,40009
61347,0204035346500,40015
41921,16886672232X6,8040
61348,020622891500,40015
61349,02087660500,40015
61359,0206959481600,40015
44372,1683042082840,8040
24037,0244101218126,5210
24077,0241169207212,5210
24345,0241140550225,5210
5185,F006376050E26,5010
51144,0008312112110,5450
51145,0007262277110,5450
61360,0208366368600,40015
231380,JTS4499985382,1145
51146,0008909597110,5450
51147,0008490735110,5450
51148,0002009179110,5450
51149,0008627319110,5450
51150,0005805275110,5450
51151,0002237131110,5450
51162,0007000438110,5450
51164,0006688019110,5450
51166,00092796110,5450
51168,000756196110,5450
104440,0202805987600,40015
15543,G162548507130,1220
15542,6112489235169,4042
43043,1682251549543,8040
72493,0986314630647,4030
51244,0007733434110,5450
109516,0002118596110,5450
51245,0002325190110,5450
104141,0005973204111,5450
102944,0688912604700,8040
41716,1685215268266,8040
1653,0241026738223,5210
51397,0002077510112,5450
51815,0008180643141,5450
51816,0007671948141,5450
84312,1691845011170,8040
84337,1695564435180,8040
51818,0008295602141,5450
51819,0001166836141,5450
51820,0008618055141,5450
51822,0002289155141,5450
51825,0009949498141,5450
51826,0004390984141,5450
51827,0003775092141,5450
51828,0001555312141,5450
51829,0008947710141,5450
51830,0007841559141,5450
51831,0003672976141,5450
51832,0004962227141,5450
51833,0003735660141,5450
1609,1308189401050,40009
61747,025385818800,5010
61748,0252976658800,5010
5285,0258990437800,5010
104441,0208223088600,40015
61752,0252515307800,5010
61758,02565728800,5010
61759,0252877405800,5010
107005,0257045290800,5010
107007,0254085066800,5010
1566,0254349355800,5010
1567,0256624681800,5010
61807,0254396274800,5010
4960,0256546364800,5010
107061,0253343460800,5010
5694,0259364130800,5010
5124,0251581055800,5010
51838,0006942959141,5450
51839,000549617141,5450
51840,0005454464141,5450
51841,0007888845141,5450
104442,0206853570600,40015
51842,0006263984141,5450
51843,0007625163141,5450
51845,0006055901141,5450
51848,0004752064141,5450
51849,0001170773141,5450
61963,0256800102800,5010
61964,0258205965800,5010
5310,0255704514800,5010
61965,0259977108800,5010
61975,0258074288800,5010
61976,0256808557800,5010
23947,02471594121,5210
62344,0252395163810,5010
62345,0251252330810,5010
62346,0254729559810,5010
24095,0244402730214,5210
24096,024371371214,5210
24097,0245480487214,5210
24098,0243011431214,5210
103296,230375052532,40009
89436,2308151566562,40009
51718,0008594681136,5450
51882,0006694993151,5450
51884,0004601826160,5450
51885,0003352211160,5450
51886,0007462120160,5450
51887,0003870743160,5450
51888,0003729072160,5450
51889,0009098040160,5450
51890,0008080298160,5450
51891,000212336160,5450
51893,0009012285160,5450
51898,0005549931161,5450
51899,000959909161,5450
223041,4726398539446,22015
51902,0005804433161,5450
51903,0001857730161,5450
51904,0004805366161,5450
51906,0004430610161,5450
51927,0121421849046,5340
41596,1683205162238,8040
42049,1683268823335,8040
42071,1681509158335,8040
42072,1687313885335,8040
42073,1688572911335,8040
42074,1682113062335,8040
42097,16824626338,8040
42098,1689321665338,8040
42099,168968902338,8040
42100,1689779993338,8040
42101,1689830444338,8040
42102,1687319882338,8040
42103,1685681458338,8040
42118,1684735379338,8040
42119,1683685529338,8040
42120,1681921757338,8040
42121,1684509599338,8040
42122,1682040921338,8040
42123,1688934360338,8040
42132,1685575710338,8040
42133,1687854650338,8040
42134,1684792491338,8040
42135,1681781066338,8040
109842,168334140338,8040
42137,1689489364338,8040
42756,1682664528448,8040
42812,1684332436448,8040
42813,1687027131449,8040
42832,1685256809450,8040
24099,0245528559214,5210
6659,0246638878222,5210
24159,0245380474222,5210
24093,024924530214,5210
41814,16817878112X6,8040
42834,1681994468450,8040
42852,1682711053452,8040
42902,1682971450510,8040
42904,1688647100510,8040
42905,16841453510,8040
42906,1684608874510,8040
43166,1682146631631,8040
43244,1684224105700,8040
43314,1683749785700,8040
44064,1682458526743,8040
44161,168291398804,8040
44162,1685388832804,8040
44163,1685396651812,8040
67794,0318887911822,40009
51974,0126395198046,5340
107486,0312919522821,40009
51977,0124282333046,5340
52100,0123412202048,5340
67786,0319558371821,40009
67791,0313673919822,40009
67792,0311251112822,40009
67793,0311129068822,40009
6218,0332038492201,5360
99679,9449236456361,8040
5456,0253735365800,5010
87572,020629594600,40015
87573,0208753927600,40015
87574,0202766069600,40015
87575,0208971739600,40015
102107,0202560840600,40015
102108,0202612763600,40015
80091,1465952548133,40015
80092,1466497107133,40015
86316,1928353797840,40015
22847,9682598288161,8040
22848,9685155476161,8040
15620,PH26203004957,2335
67974,031879280931,40009
22849,9687465534161,8040
22850,9689203238161,8040
22851,9681238793161,8040
67994,0314891251932,40009
67995,0315736891932,40009
67998,0315300844932,40009
86322,1921096104840,40015
86323,1929812924840,40015
55740,9421789722161,40015
28715,0433320166317,40015
89516,2417096251003,40015
89520,2413015628003,40015
89557,2416426942010,40015
89585,2416066264010,40015
89586,2414761385010,40015
89587,2417467386010,40015
89588,2413064434010,40015
89816,2414268117036,40015
89817,2415113509036,40015
89818,2418193451036,40015
89819,2418024868036,40015
90045,2411436617109,40015
75235,130671040523,40009
75284,1309351766531,40009
75309,130589145532,40009
15602,G167198526104,1220
15575,G161828051663,1220
15611,G213589781632,1220
105473,1303606714532,40009
68035,0313878882933,40009
107844,0315575176935,40009
107845,0313173258935,40009
75238,1306860704523,40009
75239,1304862566523,40009
75240,1309152104523,40009
109252,1307957620531,40009
75254,1305083372523,40009
90046,2416683524109,40015
90047,2411633766109,40015
90048,2418596124109,40015
90342,2419220308346,40015
103253,1695062969377,8040
90449,2416139413462,40015
90450,2412254618462,40015
90451,2412437675462,40015
90452,2414870246462,40015
90476,2414040419512,40015
90477,2412659466512,40015
90516,2418662951515,40015
90517,2415172961515,40015
90518,2414387180515,40015
90714,2417748715515,40015
90715,241944746515,40015
90745,2419101709515,40015
90746,2419570303515,40015
90748,2417892492515,40015
90749,241160358515,40015
90750,2417909436515,40015
91312,2411202549615,40015
150987,QLS9504565327,1145
15628,G434483977017,1220
75397,1309782767554,40009
75408,1309903388554,40009
75409,1306392682554,40009
75413,1301407843554,40009
75414,1306035535554,40009
75438,1301198411560,40009
75511,1307585066562,40009
44495,1694429322032,8040
75628,1304153547562,40009
98687,9413373956361,40015
48419,2412422263845,40015
49010,241401731856,40015
91645,2429862983010,40015
91646,2429140867010,40015
91648,2421181624010,40015
91649,2425297117010,40015
91650,2422202383010,40015
91651,2428773231010,40015
91766,2424513882022,40015
91979,2426486296050,40015
104459,0252634723800,5010
5481,0254942496800,5010
91980,2423131371050,40015
61861,0259249081800,5010
61862,0253763312800,5010
61863,0257781472800,5010
61866,0252588631800,5010
91981,2428090477050,40015
61918,0257038334800,5010
211899,1988440360747,4070
15677,CA51074747370,2315
61919,0252167863800,5010
61941,0252176843800,5010
61943,0254551760800,5010
61944,0259658107800,5010
61945,0251861203800,5010
61946,0256914361800,5010
44137,1687830780803,8040
33052,0982560307604,5340
32499,0983360130603,5340
32500,0986718824603,5340
33045,0982730117604,5340
33046,0988575311604,5340
91982,2428173073050,40015
24061,0244188974205,5210
91983,2423178601050,40015
24062,0246268322205,5210
24063,0246017648205,5210
24064,0246961248205,5210
24065,0248875253205,5210
24066,0248505091205,5210
24166,0248205086222,5210
51225,0002336262110,5450
51226,0002148365110,5450
51227,0007025525110,5450
51228,0004274411110,5450
15676,6114277758392,4042
25457,0399166817025,5975
25458,0392010344025,5975
25459,0394501774025,5975
25464,0398897895025,5975
25465,0391133555025,5975
33145,0987700646604,5340
91987,2426710348050,40015
91988,2422328049051,40015
91989,2426013268051,40015
91990,2425222625051,40015
91991,2425920019052,40015
91996,2427765432052,40015
91997,2425052334052,40015
92023,2422622580059,40015
51230,0001920113110,5450
51232,0002196332110,5450
51233,00029615110,5450
51234,0001185453110,5450
51235,0009579900110,5450
51236,0001212243110,5450
51237,0003155077110,5450
51250,000668842110,5450
51251,0007553845110,5450
41313,1686325087072,8040
41947,1689630564308,8040
42320,1682854304446,8040
42325,1688811536446,8040
42326,1681267861446,8040
42327,1687734124446,8040
2928,1682204330448,8040
42770,1683636383448,8040
42772,1683359546448,8040
42773,1687813846448,8040
42774,1688725381448,8040
42776,1683646229448,8040
43963,1687463360733,8040
106327,1689398690733,8040
92024,2423009541059,40015
92025,2429795389059,40015
92042,2424399115101,40015
92043,2428473046101,40015
92045,2424743967101,40015
25466,0395180025,5975
2970,1689204781733,8040
92046,2422710614101,40015
67271,0302599201506,40009
67272,0301632613506,40009
25467,0395673421025,5975
15711,G153504870020,1220
15713,G1614489124,1220
15732,G162557551551,1220
15733,G162173456552,1220
33053,0988445584604,5340
33054,098977412604,5340
67277,0307737731507,40009
67278,0306601720507,40009
67279,0303670460507,40009
67280,030160291507,40009
41726,1685027291266,8040
41843,16872474322X6,8040
67282,0301936947507,40009
41844,16884142632X6,8040
41845,16812312202X6,8040
41847,16830378242X6,8040
41848,16878412632X6,8040
41850,16842760872X6,8040
41860,1687936682X6,8040
41861,16883385212X6,8040
41862,16843053322X6,8040
41863,16847749852X6,8040
41867,16855167582X6,8040
41868,16837336822X6,8040
67283,0308347326507,40009
102842,0302956563508,40009
104558,0305711189740,40009
41870,16846720202X6,8040
102843,0304289085508,40009
102844,0306799615508,40009
18470,0307783060512,40009
67297,0305596807530,40009
102644,0304189931512,40009
41871,16838398842X6,8040
67296,0302370360530,40009
92047,2421536649101,40015
92048,2422819506101,40015
92049,2424717148101,40015
92050,2426147871101,40015
67329,0313818959131,40009
67345,0313653879132,40009
67346,0314644848132,40009
67319,0312835832132,40009
67355,0317767428132,40009
67356,0312545072133,40009
67357,0318146387133,40009
33067,0981074314604,5340
15747,G169530688609,1220
33103,0983251293604,5340
33104,0989397221604,5340
33105,0983242143604,5340
25481,039790406044,5975
25482,0399831665044,5975
25469,0397151006025,5975
25470,0395367454025,5975
67358,0313397810133,40009
67359,0312944682133,40009
67361,0319911735133,40009
67362,0312639368133,40009
67364,0318029375220,40009
67365,0312814573220,40009
67368,0318048714310,40009
67369,0312110526310,40009
67367,0318932090305,40009
92053,242546309101,40015
92054,2425650182101,40015
92055,2426683494101,40015
92056,242600222101,40015
92057,242611181101,40015
92058,2425693594101,40015
67366,0315886559305,40009
18473,0316798193833,40009
67371,0311755347310,40009
67372,0318601411310,40009
67373,0316033870311,40009
67374,031384476410,40009
107540,0316899035833,40009
67828,0311382307833,40009
33106,0987680035604,5340
33107,0986721187604,5340
33108,0987421264604,5340
33113,0983666943604,5340
33004,0982650173604,5340
25509,0399552220072,5975
67807,0315722116831,40009
67381,0318278996410,40009
67382,0317964457510,40009
67383,0316733692510,40009
107539,0316311334833,40009
18474,0319186278833,40009
67829,0314573933833,40009
67830,0312395500833,40009
67840,0318608872834,40009
67841,0314310375834,40009
67842,0315655609834,40009
70150,098449013628,5015
32582,0989912106603,5340
32583,0986698899603,5340
70167,0981234690628,5015
67843,0312936870834,40009
67837,0319868798833,40009
70168,0985851600628,5015
33304,0982846566604,5340
75666,1301806348562,40009
33305,0985609153604,5340
33306,0983815337604,5340
33307,0986838480604,5340
107568,0318193799834,40009
67838,0311279993834,40009
67839,0314205212834,40009
67864,0316539366842,40009
67869,0313306463843,40009
67870,0315966326843,40009
67871,0319157566843,40009
67872,0318976403843,40009
67875,0316208079843,40009
67887,0318288383849,40009
67889,031869520850,40009
107566,0318949574833,40009
67833,0318140960833,40009
67836,0314765250833,40009
67876,0313729386843,40009
67877,0313233595843,40009
67878,0319990472843,40009
67879,0317309978843,40009
67880,0316899484843,40009
67881,0317383801843,40009
67885,0318815537844,40009
67886,0314967690844,40009
67938,0318790341930,40009
67902,0312284037920,40009
107680,0313384318930,40009
33365,0987760724604,5340
107681,0316282269930,40009
107684,0313176566930,40009
107685,0314877424930,40009
33387,0989827919604,5340
107686,0316332107930,40009
107688,0319724175930,40009
107687,0312517825930,40009
67939,0313034233930,40009
55197,9423181295161,40015
33603,0986721716631,40009
92059,242179406101,40015
33403,0986009150604,5340
92060,2424594181101,40015
92061,2424728433101,40015
92063,2426993315101,40015
92083,2421805875102,40015
92084,2428146737102,40015
92112,2422244962107,40015
92113,2425747657107,40015
92114,2426747535107,40015
92115,2427706095107,40015
92116,2423502246107,40015
92118,2428252690109,40015
92119,2424762405109,40015
92120,2428947090109,40015
92126,2421637879110,40015
92127,2427767838110,40015
92128,2423859230129,40015
92129,2425506252130,40015
92132,2428661892132,40015
92133,2422139517132,40015
92134,2427545531132,40015
92135,2421410099132,40015
92136,2421463686132,40015
92137,2429700418132,40015
92140,2426862901132,40015
92141,2426099720132,40015
92142,2423773178132,40015
92143,2424295405133,40015
92144,2425926459133,40015
92145,242615215133,40015
106230,169714593234,8040
109410,1694067201234,8040
92148,2427410626133,40015
92150,2424532213133,40015
92151,2421952510133,40015
92152,242956639133,40015
33195,098467243604,5340
32943,098143453603,5340
32944,0986461657603,5340
32945,098516143603,5340
107750,0311953434933,40009
223042,472100403447,22015
68077,0314743323934,40009
68092,0312392897934,40009
107792,0318288353935,40009
68093,0311103279935,40009
68094,0311152377935,40009
107812,0318500071935,40009
68107,0317318302935,40009
68068,0311548073934,40009
68069,0311113772934,40009
68072,0312844272934,40009
68074,0319414858934,40009
107751,0315500904933,40009
107752,0311022194933,40009
107753,0319666745933,40009
107754,0312930266933,40009
68060,0312376758933,40009
68061,0319964562933,40009
107813,0315774594935,40009
39765,130737324536,40009
39766,1301718309536,40009
92153,2426322813133,40015
92154,2425532017133,40015
92155,2424896755133,40015
92156,2425386571133,40015
92157,2423780105133,40015
92158,2424317538133,40015
92159,2428661949133,40015
92160,2425026921133,40015
92162,2426145476133,40015
107906,0313668749938,40009
107907,0316017739938,40009
68193,0319545624939,40009
68120,0318847106936,40009
15764,G525627771020,1220
68121,0319050033936,40009
68133,0311162277936,40009
68134,0312887666936,40009
68135,0311059007936,40009
68136,0314909210936,40009
68139,031304793936,40009
18476,0314690857937,40009
68153,0314948016937,40009
68185,0315547409938,40009
68186,0318615755938,40009
68189,03142616938,40009
68190,0316276087938,40009
52365,0123883842351,5340
52366,0129174152351,5340
6187,1302588878051,40009
75133,130131647059,40009
75194,1309095392109,40009
75200,1306358266125,40009
68194,0314766882939,40009
107897,0311976091937,40009
107898,0312357810937,40009
107900,0319409925938,40009
107903,0317967225938,40009
107904,0315724093938,40009
107905,0318447074938,40009
68154,0318794130937,40009
92170,2423525307133,40015
92171,2426205230133,40015
92173,2428645081133,40015
92174,242925950133,40015
75383,1308317430554,40009
75384,1304378747554,40009
75416,1305643087554,40009
75417,1309497676554,40009
5125,0982948867604,5340
75461,1309007363562,40009
75214,1305652999468,40009
75220,1305425838512,40009
75456,130739704561,40009
19148,1309863492448,40009
75209,1304780592448,40009
75211,130627618449,40009
75256,1302714918523,40009
75263,1307870488523,40009
75493,130648948562,40009
75378,1309332999552,40009
75503,1302944095562,40009
100715,9463877802161,40015
92176,2428607500133,40015
92177,2426204026133,40015
92179,2426965253133,40015
92181,2425122797133,40015
92182,2428086158133,40015
92183,2424332425133,40015
92184,2425367586133,40015
92185,2429746275133,40015
92186,2422136081133,40015
92187,2427281736190,40015
92189,2421951723190,40015
92190,2428352669190,40015
92191,2425763153190,40015
92192,2421127161190,40015
80101,1461649263133,40015
100717,9462892547161,40015
92199,2427402195190,40015
92200,2421393169190,40015
92202,242682710190,40015
92204,2426571007190,40015
92206,242741149190,40015
92208,2429922994190,40015
92209,2426581394191,40015
92210,2425623032191,40015
92211,2427461886191,40015
92219,2428123111191,40015
92220,2423218628193,40015
92222,2428874414193,40015
92223,2421226186193,40015
92225,2424704022193,40015
92226,2421361424193,40015
92227,2423409258193,40015
92228,2427341073193,40015
92229,2428386434193,40015
92230,2426969304193,40015
75624,1301433293562,40009
75538,1303458097562,40009
75541,1303365856562,40009
75542,1302066833562,40009
75576,1301753546562,40009
75621,1303897865562,40009
75656,1308341667562,40009
75661,1309150515562,40009
75665,1309042926562,40009
157914,QTT2777762561,2030
157972,QTT8238016841,2030
157984,QTT3261108865,2030
75867,131232582510,40009
75872,131121503510,40009
75873,1312398743510,40009
75877,1312824577510,40009
75878,1312641681510,40009
103063,1316139794510,40009
75531,1308958699562,40009
75591,1303687936562,40009
75619,1305635706562,40009
75586,1304518849562,40009
75587,1303617118562,40009
75537,1301279883562,40009
75642,1302178945562,40009
75650,1307996023562,40009
75651,1302409263562,40009
1812,1315122019510,40009
7498,1309249472562,40009
75620,1302928832562,40009
92231,2423940864193,40015
214156,01128969680.2,2590
92232,2425006450193,40015
92233,2422695827193,40015
92234,2422472415193,40015
92235,2428618782193,40015
92236,2424287333193,40015
92237,2428357185193,40015
92238,2421180216193,40015
92241,242103650193,40015
92243,2423570153193,40015
61560,0225747199790,5285
94474,2434641536010,40015
19048,0228223046790,5285
92244,2424238282193,40015
92245,2424424439193,40015
92249,2421539455193,40015
92250,2422595821193,40015
92251,2429311064193,40015
92252,2428035565193,40015
74133,1224843498150,5245
74135,1221358690447,5245
74136,1227907818448,5245
51723,0004658808136,5450
5480,0256129578800,5010
104460,0255190048800,5010
92253,2427819421193,40015
1560,025409401800,5010
61714,0253643418800,5010
92255,2427342895193,40015
61716,0254009548800,5010
61717,0252758821800,5010
61718,0251411205800,5010
61719,0259319386800,5010
1562,0257858792800,5010
61723,0252973568800,5010
1564,0257157356800,5010
61725,0253552243800,5010
61726,0252061232800,5010
18558,0252747731800,5010
1483,0256160117800,5010
61734,025983824800,5010
61735,0259518457800,5010
92256,2429059643196,40015
61737,0255535506800,5010
92259,2429258437196,40015
61739,0258469406800,5010
61740,0254228801800,5010
61741,0259133066800,5010
61742,0258066843800,5010
61749,0257778805800,5010
92260,2422516649196,40015
61754,0252301789800,5010
61755,0257326245800,5010
5186,025909553800,5010
19058,0254241632800,5010
5133,0251571490800,5010
19059,0259322829800,5010
61788,0259283253800,5010
107018,0256009270800,5010
1475,025905246800,5010
5188,025821862800,5010
61789,0252177653800,5010
61791,0255442280800,5010
61792,0251004705800,5010
61794,0256253572800,5010
61828,0252240792800,5010
61838,0258790636800,5010
61839,0254366123800,5010
92262,2429358685196,40015
61841,0251371145800,5010
1439,0254469759800,5010
61843,0257845826800,5010
61844,0251729176800,5010
61845,0258904023800,5010
61846,0258285925800,5010
61847,0258635836800,5010
92263,2421267232196,40015
61850,0251636951800,5010
61851,0254291190800,5010
61852,0258124654800,5010
61853,0256913301800,5010
61856,0251004658800,5010
61858,0254088852800,5010
5237,0256748178800,5010
61871,0255078993800,5010
61874,025671794800,5010
5700,0257114171800,5010
207445,0309472044785,40009
61875,0259205739800,5010
61876,0254793722800,5010
61877,0252425832800,5010
61878,0254052305800,5010
61879,0254684954800,5010
61883,0255135047800,5010
61884,0252086865800,5010
61886,0256668864800,5010
61887,0252158612800,5010
61888,0256249786800,5010
61889,0258191253800,5010
61890,0255428360800,5010
61892,0252478191800,5010
61893,0256353790800,5010
61894,0257968153800,5010
5476,0252137260800,5010
61896,0258169818800,5010
61897,0254228898800,5010
61898,0255094982800,5010
5383,0252089639800,5010
5283,0256234905800,5010
61899,0256235232800,5010
61900,0252264288800,5010
18974,025494214800,5010
18975,0251973825800,5010
107048,0252822727800,5010
107049,0257376174800,5010
1485,0257772343800,5010
107050,0259577850800,5010
107052,0259298162800,5010
61901,0254771690800,5010
61902,0259649690800,5010
61903,0254915032800,5010
61904,0255559154800,5010
61905,0258593537800,5010
61907,0255775177800,5010
61908,025330681800,5010
61909,0253516076800,5010
61910,0253516607800,5010
61911,0255498475800,5010
36403,098488580661,8040
61912,0254124781800,5010
61913,0252863798800,5010
61914,0256302745800,5010
61915,0253322575800,5010
61916,0257415808800,5010
61917,0252704051800,5010
107055,0254750544800,5010
107056,0252221880800,5010
61920,0255857126800,5010
61921,0258269407800,5010
61922,0259107936800,5010
61923,0257542416800,5010
61924,0253997454800,5010
61925,0257813165800,5010
61926,0259408989800,5010
5460,0254596755800,5010
61927,0253924106800,5010
61928,0255411222800,5010
61929,0257889992800,5010
61930,0256159437800,5010
61931,0258218512800,5010
61932,0255643644800,5010
1576,025443569800,5010
61933,0251731883800,5010
61934,0258112078800,5010
61935,0256072086800,5010
61936,0251651305800,5010
61937,0253656977800,5010
61938,025577325800,5010
61939,0252491792800,5010
61940,0252020298800,5010
5233,0253464102800,5010
61947,0256058182800,5010
84072,1681781965075,8040
61948,0253276094800,5010
61949,0258773997800,5010
61951,0258654012800,5010
61952,0255158631800,5010
61953,0252485010800,5010
61954,0258818423800,5010
4963,0253810587800,5010
5360,0253259696800,5010
102229,1686957322075,8040
102230,1683657462075,8040
32725,0989205669603,5340
61956,0253928530800,5010
5392,0252414910800,5010
42317,168939305446,8040
92264,2422595597196,40015
61973,0254132559800,5010
62347,0256919651810,5010
62348,0253381172898,5010
62349,0254242613898,5010
92265,2422135373196,40015
102970,0982210350625,5010
92266,2427799896196,40015
92267,242281930196,40015
1466,0252969600898,5010
44205,1685751189830,8040
41040,1684235060020,8040
32759,0983940235603,5340
23942,0246114064114,5210
23944,0243472444115,5210
9892,0246601626120,5210
32760,0989923346603,5340
32807,0988546705603,5340
32809,0984904213603,5340
92268,2423213745196,40015
23956,0244914356122,5210
23957,0242324813122,5210
23958,0247603262122,5210
32810,098426784603,5340
32811,0982851634604,5340
32812,0989094603,5340
23964,0247148222122,5210
23965,0246810888122,5210
23969,0242601363122,5210
32837,0986556617603,5340
23971,0243819362122,5210
10445,1693037157040,8040
44609,1699083769040,8040
44610,1692745489040,8040
44611,1692745403040,8040
19938,169237025040,8040
92269,2421222019196,40015
15808,58031651921ST,1220
23987,0246830473123,5210
15825,JBJ3119201719,1130
15826,JTC4147480343,1160
15827,JTC2107545421,1160
15828,JTC9345659119,1160
15829,JTC6855030345,1160
15833,JBJ1300809377,1130
15830,JTC1081521347,1160
15831,JTC7349573348,1160
15832,JTC5446848350,1160
32846,0982529313603,5340
9897,0242800413122,5210
23984,0245075748123,5210
23985,0241990356123,5210
23986,0249688841123,5210
9925,0248657863123,5210
23989,0246718551123,5210
9928,0247201975123,5210
23990,0244231089123,5210
32888,098279304603,5340
23993,0244161905124,5210
32889,0988928527603,5340
211900,1984397025747,4070
23996,0247033316124,5210
84330,1695183493180,8040
84331,169847801180,8040
84332,1699489085180,8040
84333,1699427844180,8040
84334,1694988212180,8040
84336,1693971215180,8040
23999,0242509252124,5210
94709,2437276987013,40015
24001,0246294863124,5210
24002,0246442606124,5210
24014,0248126788124,5210
24015,0249239761124,5210
24018,0241373344124,5210
24019,0249320678124,5210
109930,1694666405287,8040
110080,1695980598287,8040
24020,0241958931124,5210
24022,0248976224124,5210
9854,0249485454124,5210
24023,0243925053125,5210
24024,0249396683125,5210
92272,2425399721196,40015
24028,0243544068125,5210
24033,0247307024125,5210
84949,1697389764504,8040
84950,1692102060504,8040
15834,JBJ6377736113,1130
24041,0248130894126,5210
94776,2435694176079,40015
24056,0248934401133,5210
24057,0249176927133,5210
24058,0242789579140,5210
24059,0242528679203,5210
24067,0247616771205,5210
24068,0244788323205,5210
24069,0249655261206,5210
24071,0241518657206,5210
24072,0249144774206,5210
24073,0246608705206,5210
24074,0249042274206,5210
24075,024988564206,5210
92314,2427666660200,40015
211901,1987383397747,4070
32123,1698861354510,8040
24078,0247337909213,5210
24088,0241547152213,5210
92316,2426590580200,40015
24101,024152588214,5210
92319,2423215295200,40015
24103,0245849303214,5210
24104,0245541153214,5210
24105,0243893450215,5210
92321,2426034722200,40015
24108,0242592057221,5210
24302,024607693224,5210
92322,2427202113200,40015
92324,2424005686200,40015
104042,1694130883510,8040
24115,0241578477221,5210
85173,1694749932510,8040
92327,2428876730201,40015
92328,2428645256201,40015
24123,0247382486221,5210
24124,0242096806221,5210
92329,2425781225201,40015
24127,0244814160222,5210
24132,024124282222,5210
211902,1987286774747,4070
92330,2427339842201,40015
92331,2429664963201,40015
92347,2429185258203,40015
15835,JBJ6687337277,1130
15836,JTE8089081463,1140
15837,JBJ668941303,1130
15839,JTE5177901997,1140
15840,JTE304887244,1140
92349,2425597574206,40015
92350,2421336501206,40015
24137,0242776458222,5210
32946,0981021434603,5340
32947,098686643603,5340
24141,0241776393222,5210
24143,0247291315222,5210
92351,2425017257206,40015
85221,1693029614510,8040
32948,0989396420603,5340
24153,0241611875222,5210
24154,0246493865222,5210
24156,0242263132222,5210
32949,0984640479603,5340
24157,0243526886222,5210
24158,0246396952222,5210
24160,0243456470222,5210
24161,0246411272222,5210
24162,0243061049222,5210
32987,098646121604,5340
24164,0249361561222,5210
32988,0987684249604,5340
33033,0981367658604,5340
33049,098174565604,5340
24178,0247973073222,5210
24180,0244371930222,5210
24191,0246820825222,5210
24192,024416595222,5210
24193,024386624222,5210
24195,0247375686222,5210
24196,0246595184222,5210
24303,0247583833224,5210
24198,0241232703222,5210
24199,0246122574222,5210
24200,0248450156222,5210
24201,0249753461222,5210
1699,0247718805222,5210
24203,024917238222,5210
24204,0244300228222,5210
24205,0242346673222,5210
92352,2426823625206,40015
92354,2424864137206,40015
92355,2425008864206,40015
25533,0395676239202,5975
24209,0246902345222,5210
24210,0244685140222,5210
24211,0241654553222,5210
24212,024844000222,5210
