tuote,saldo
223054,1
210791,1
155801,1
166355,1
144459,1
141025,1
147090,1
127636,1
143520,1
143353,1
150559,1
202685,1
149199,1
149564,1
25109,1
182838,1
145026,1
219718,1
117777,1
174054,1
210691,1
164181,1
166518,1
124437,1
147261,1
166909,1
15009,1
7827,1
164214,1
144318,1
163992,1
10066,1
49860,1
155849,1
157861,1
157567,1
165129,1
155926,1
166841,1
165447,1
219719,1
163927,1
15367,1
145284,1
145205,1
222602,1
166287,1
164111,1
3335,1
15953,1
163942,1
163982,1
164140,1
166832,1
145167,1
165428,1
164160,1
166706,1
165348,1
163534,1
3762,1
117817,1
168767,1
176326,1
163336,1
3794,1
127241,1
174869,1
146897,1
2627,1
209296,1
220291,1
206968,1
222772,1
114770,1
205810,1
15189,1
205163,1
113624,1
175148,1
3958,1
190518,1
151897,1
116087,1
206030,1
13222,1
195946,1
113105,1
176707,1
3763,1
114880,1
206387,1
18987,1
104270,1
168018,1
117071,1
105557,1
139977,1
114772,1
173789,1
16589,1
163010,1
137805,1
222748,1
163227,1
222504,1
195627,1
163354,1
167960,1
163197,1
163251,1
115620,1
220006,1
219922,1
117119,1
15488,1
210451,1
163447,1
114153,1
177049,1
205847,1
123305,1
14759,1
163053,1
162981,1
147607,1
162968,1
156960,1
189231,1
163283,1
163426,1
220435,1
219879,1
163448,1
162967,1
163498,1
162999,1
162980,1
163546,1
163548,1
163024,1
163084,1
115352,1
213325,1
177324,1
170429,1
191607,1
205778,1
127420,1
210867,1
115152,1
202161,1
184021,1
11835,1
147589,1
116594,1
5142,1
9026,1
200212,1
177257,1
219716,1
6118,1
8889,1
202155,1
116302,1
205752,1
197780,1
147331,1
171414,1
127322,1
115720,1
167869,1
164738,1
167933,1
167966,1
168043,1
174004,1
168113,1
224177,1
219664,1
198528,1
168145,1
168208,1
167595,1
168252,1
168337,1
168397,1
119296,1
168402,1
184080,1
164041,1
168403,1
168710,1
147077,1
222293,1
23172,1
164503,1
164635,1
165076,1
163086,1
222794,1
176020,1
195947,1
202191,1
13626,1
114802,1
114647,1
3633,1
147504,1
198682,1
114449,1
116985,1
147130,1
114458,1
19574,1
111083,1
2991,1
213191,1
17935,1
115483,1
213192,1
147220,1
3458,1
213195,1
171743,1
213196,1
213197,1
44055,1
19039,1
174888,1
202204,1
180451,1
180831,1
127421,1
167333,1
19073,1
117283,1
5563,1
180924,1
193422,1
116590,1
180554,1
8977,1
181026,1
181774,1
16458,1
202201,1
11157,1
3015,1
126979,1
4294,1
155771,1
156044,1
202199,1
145257,1
145245,1
145247,1
145868,1
145898,1
145909,1
180256,1
116914,1
158388,1
180175,1
9438,1
193432,1
181124,1
114450,1
163497,1
182445,1
10050,1
5813,1
223529,1
15929,1
202202,1
181295,1
180476,1
114381,1
163300,1
19535,1
118775,1
180397,1
143707,1
143368,1
191622,1
113631,1
10180,1
140996,1
141037,1
223419,1
180488,1
181672,1
179635,1
145217,1
113402,1
181239,1
180707,1
173445,1
163220,1
181473,1
193531,1
16237,1
181627,1
163303,1
138671,1
14258,1
223043,1
115421,1
191411,1
11092,1
15568,1
184848,1
219680,1
169438,1
175491,1
139734,1
137123,1
137122,1
30432,1
186288,1
186596,1
186491,1
186330,1
210809,1
177733,1
186559,1
114055,1
168206,1
5128,1
185921,1
175572,1
113199,1
196568,1
12949,1
202683,1
110668,1
127236,1
196571,1
210782,1
115251,1
147273,1
6120,1
115809,1
219724,1
2816,1
110618,1
185982,1
113621,1
185886,1
184736,1
119383,1
167445,1
140132,1
186206,1
4168,1
202080,1
186064,1
106152,1
186343,1
186536,1
196575,1
186156,1
182443,1
224183,1
219717,1
185139,1
183447,1
219702,1
184256,1
136155,1
186052,1
219883,1
127700,1
116403,1
219703,1
191833,1
45424,1
183636,1
186467,1
185452,1
186207,1
185990,1
186211,1
186622,1
186645,1
12184,1
196569,1
186428,1
115511,1
185453,1
114081,1
6781,1
9397,1
186593,1
205816,1
178814,1
178932,1
179046,1
178466,1
178444,1
178670,1
178217,1
169489,1
178644,1
162895,1
178392,1
178530,1
178099,1
178309,1
178313,1
178241,1
178080,1
115354,1
177852,1
177485,1
178021,1
177701,1
14085,1
13729,1
178086,1
115185,1
115355,1
185463,1
196572,1
185986,1
196567,1
196573,1
167523,1
4690,1
202087,1
186631,1
186116,1
13251,1
115651,1
219720,1
1463,1
186202,1
8466,1
170350,1
117774,1
115487,1
183615,1
113626,1
186194,1
185941,1
196574,1
186123,1
186337,1
186119,1
184957,1
186198,1
185991,1
186558,1
202205,1
186574,1
185835,1
186344,1
185973,1
8305,1
206177,1
115150,1
12367,1
17590,1
1118,1
8951,1
7169,1
2183,1
11385,1
202089,1
186626,1
186629,1
185995,1
186188,1
185648,1
186450,1
186208,1
15899,1
184998,1
186049,1
186300,1
206523,1
185459,1
186338,1
184863,1
143583,1
211591,1
184882,1
114514,1
222776,1
186614,1
185461,1
115219,1
158374,1
147405,1
186636,1
31399,1
4562,1
184308,1
220316,1
8057,1
115521,1
19874,1
191296,1
115520,1
224176,1
116556,1
185479,1
211297,1
223051,1
162928,1
5965,1
185308,1
207889,1
124454,1
220411,1
223046,1
1954,1
127725,1
184076,1
16847,1
194481,1
186444,1
113641,1
185460,1
185455,1
185458,1
186361,1
185970,1
186042,1
186091,1
186316,1
186591,1
186096,1
19646,1
18233,1
42727,1
186174,1
17116,1
12340,1
114678,1
10631,1
114773,1
198689,1
185879,1
185881,1
185907,1
185511,1
2946,1
186232,1
185828,1
186122,1
115518,1
185527,1
4845,1
186009,1
186653,1
184933,1
116603,1
185338,1
185157,1
185342,1
18318,1
186261,1
185348,1
185361,1
185217,1
15321,1
4135,1
7623,1
173718,1
113939,1
186205,1
113938,1
186278,1
133250,1
186018,1
189105,1
16070,1
185944,1
6700,1
115215,1
186672,1
114242,1
19700,1
11088,1
186086,1
186045,1
45423,1
115517,1
189270,1
190177,1
185202,1
186189,1
186176,1
186098,1
10919,1
186628,1
189432,1
185299,1
185998,1
186403,1
125513,1
186397,1
185947,1
185107,1
185144,1
11619,1
186685,1
189434,1
136927,1
189743,1
186175,1
186204,1
186081,1
185145,1
2112,1
185200,1
186417,1
13735,1
185930,1
189340,1
186210,1
16259,1
189430,1
186582,1
189562,1
176752,1
223301,1
185966,1
185401,1
186067,1
2273,1
186420,1
186217,1
19754,1
184955,1
190294,1
190401,1
189296,1
189902,1
190099,1
189871,1
190420,1
185938,1
190419,1
185961,1
190228,1
189571,1
190434,1
189645,1
189390,1
189094,1
190626,1
189321,1
190353,1
190126,1
189987,1
189297,1
190339,1
190384,1
190385,1
189866,1
189671,1
4829,1
18224,1
167269,1
12570,1
187845,1
139732,1
115203,1
5951,1
42559,1
188509,1
190745,1
187538,1
188696,1
190679,1
30315,1
188143,1
190919,1
116654,1
190551,1
188484,1
188444,1
190936,1
188897,1
190840,1
191037,1
190837,1
188499,1
187663,1
190491,1
189958,1
10206,1
188721,1
167010,1
115249,1
222731,1
190028,1
191031,1
190468,1
188274,1
188023,1
3082,1
188174,1
188609,1
187766,1
115246,1
4429,1
137895,1
188681,1
188277,1
191046,1
188014,1
191005,1
12946,1
187869,1
115190,1
190467,1
189686,1
187675,1
188337,1
186993,1
190961,1
190812,1
191023,1
190690,1
190500,1
188284,1
188368,1
188640,1
188573,1
187834,1
191026,1
187865,1
191006,1
188120,1
188857,1
8318,1
53136,1
187973,1
188214,1
187137,1
188346,1
188011,1
188331,1
188428,1
188338,1
188477,1
188228,1
188902,1
188812,1
190980,1
188832,1
187936,1
188188,1
188172,1
188086,1
188539,1
188278,1
187849,1
187552,1
190693,1
187758,1
189565,1
137259,1
105860,1
113668,1
115244,1
171772,1
222940,1
223186,1
196548,1
196541,1
189035,1
1101,1
173395,1
115183,1
116659,1
127585,1
10656,1
114726,1
162894,1
175770,1
1735,1
231399,1
115947,1
191039,1
196546,1
114605,1
114312,1
4972,1
14619,1
116608,1
188917,1
115582,1
189433,1
194558,1
222470,1
219739,1
114177,1
177346,1
115617,1
191547,1
195258,1
13929,1
186048,1
205343,1
123045,1
115631,1
186433,1
115648,1
115915,1
163727,1
188973,1
189023,1
189028,1
116055,1
189026,1
8510,1
115236,1
21164,1
114410,1
219665,1
5140,1
114646,1
198710,1
115030,1
223178,1
114910,1
115245,1
202049,1
4963,1
116635,1
115247,1
115146,1
117807,1
115237,1
115242,1
116227,1
222281,1
115529,1
206184,1
114893,1
206340,1
167162,1
11875,1
116614,1
176224,1
174857,1
211529,1
222846,1
204533,1
109065,1
147191,1
115314,1
219653,1
210840,1
115642,1
115999,1
147503,1
8160,1
206202,1
114403,1
115706,1
200941,1
116542,1
117257,1
4235,1
117664,1
181128,1
116616,1
114465,1
124891,1
115149,1
18149,1
6772,1
115506,1
115480,1
195638,1
3445,1
115118,1
115243,1
173693,1
186630,1
115073,1
163577,1
157738,1
114634,1
113398,1
179697,1
115235,1
114930,1
219652,1
4970,1
186114,1
114877,1
115250,1
8978,1
220499,1
115499,1
222554,1
205924,1
206293,1
116663,1
223453,1
211442,1
205930,1
24256,1
10504,1
8661,1
184233,1
113824,1
189705,1
202497,1
135801,1
19397,1
190860,1
15542,1
188982,1
189937,1
115697,1
197922,1
5067,1
190648,1
188152,1
190040,1
190305,1
190722,1
187220,1
187788,1
171731,1
2179,1
189963,1
10637,1
7534,1
190688,1
16076,1
8585,1
10247,1
13167,1
113033,1
184228,1
144067,1
190995,1
184226,1
190646,1
188191,1
189570,1
188117,1
190856,1
187670,1
188745,1
190692,1
186777,1
186778,1
188566,1
189720,1
187852,1
188750,1
186771,1
10821,1
187897,1
189121,1
190469,1
188921,1
189551,1
189208,1
189566,1
189101,1
188406,1
190691,1
188661,1
188814,1
189223,1
190524,1
187718,1
188537,1
187857,1
187813,1
190827,1
187978,1
189132,1
190133,1
188370,1
187990,1
188270,1
188749,1
186810,1
188562,1
187355,1
191030,1
188961,1
190993,1
189950,1
187720,1
190978,1
190981,1
190357,1
190732,1
187361,1
190850,1
188700,1
187595,1
190798,1
188046,1
126582,1
188025,1
190413,1
190083,1
190809,1
188001,1
188589,1
187325,1
190293,1
188987,1
190559,1
187856,1
190733,1
190752,1
202483,1
189025,1
189533,1
188168,1
115832,1
190426,1
190427,1
187705,1
190736,1
5882,1
187359,1
190822,1
190886,1
188751,1
186787,1
188753,1
115710,1
188979,1
117788,1
189970,1
190143,1
190082,1
189754,1
2886,1
117790,1
190958,1
163510,1
203030,1
191873,1
113669,1
209267,1
115308,1
116054,1
180322,1
117521,1
183368,1
114645,1
117793,1
110553,1
187216,1
189215,1
189393,1
189380,1
116937,1
190970,1
187820,1
188612,1
189339,1
4453,1
189029,1
115309,1
108833,1
183349,1
181208,1
190131,1
117607,1
114876,1
125809,1
115682,1
125794,1
219741,1
125763,1
10573,1
125719,1
112221,1
219735,1
187283,1
189782,1
116610,1
188886,1
114631,1
4243,1
188842,1
8401,1
115404,1
203104,1
30248,1
206111,1
204368,1
115619,1
49776,1
9654,1
116679,1
2783,1
183344,1
115174,1
128095,1
17109,1
6298,1
2100,1
210735,1
223259,1
206504,1
125538,1
210597,1
173409,1
126271,1
8011,1
24093,1
8983,1
177867,1
11381,1
177880,1
173604,1
173577,1
126276,1
126429,1
126365,1
113512,1
126356,1
206347,1
126332,1
181297,1
43610,1
173418,1
173648,1
9699,1
195122,1
210610,1
183369,1
173627,1
170535,1
210590,1
115542,1
211668,1
9942,1
126275,1
173568,1
173420,1
210739,1
202107,1
210427,1
15044,1
106364,1
125754,1
206307,1
173547,1
3957,1
173399,1
127623,1
173506,1
3952,1
173642,1
173657,1
180135,1
195964,1
173640,1
11986,1
5256,1
113936,1
210713,1
3594,1
5838,1
206121,1
10836,1
173644,1
18177,1
3619,1
173546,1
4544,1
173641,1
6871,1
3739,1
173659,1
4946,1
11427,1
10229,1
11371,1
173467,1
10562,1
3955,1
3606,1
8952,1
202771,1
219676,1
117562,1
4724,1
14061,1
115639,1
173989,1
11430,1
1024,1
5001,1
117089,1
184567,1
219645,1
4319,1
173672,1
11415,1
173948,1
1071,1
205331,1
1025,1
11429,1
10040,1
1036,1
205507,1
40706,1
3821,1
9962,1
179069,1
173835,1
10222,1
220570,1
173825,1
173766,1
9904,1
174086,1
10086,1
173686,1
173784,1
178676,1
222292,1
4477,1
177850,1
10511,1
6876,1
173727,1
173853,1
3530,1
178590,1
9258,1
113099,1
9786,1
114611,1
117043,1
9850,1
173808,1
17741,1
173854,1
178556,1
10955,1
178719,1
113150,1
173729,1
4404,1
3593,1
127641,1
11426,1
173963,1
173957,1
4216,1
173833,1
116472,1
114787,1
10235,1
209319,1
9900,1
127779,1
2090,1
117124,1
176439,1
113149,1
173697,1
174121,1
211079,1
220105,1
113135,1
113146,1
220611,1
183419,1
3948,1
173842,1
174222,1
147493,1
114657,1
173708,1
173695,1
3638,1
206328,1
173880,1
6180,1
66241,1
11401,1
5957,1
206271,1
173877,1
223306,1
173637,1
173739,1
173730,1
173611,1
115583,1
11020,1
191311,1
11154,1
114085,1
10471,1
10185,1
183430,1
10178,1
11172,1
173677,1
113610,1
5954,1
173975,1
173564,1
11423,1
6857,1
173723,1
11425,1
173876,1
11389,1
163274,1
11360,1
6972,1
173516,1
124201,1
11509,1
9186,1
173484,1
9160,1
173580,1
173638,1
9162,1
3575,1
123632,1
9194,1
173440,1
211580,1
3707,1
9176,1
173664,1
8152,1
9150,1
122676,1
11187,1
173576,1
2129,1
173844,1
9730,1
16580,1
211584,1
3695,1
15932,1
9187,1
126281,1
1507,1
126205,1
126199,1
8911,1
117801,1
3746,1
16152,1
117122,1
173617,1
173542,1
16472,1
122703,1
173856,1
124776,1
173548,1
173816,1
113842,1
211293,1
173841,1
8962,1
173441,1
211085,1
173863,1
173650,1
183377,1
4407,1
206455,1
126194,1
174030,1
115549,1
173778,1
3884,1
1530,1
11402,1
113887,1
6370,1
173459,1
3815,1
173545,1
115794,1
10502,1
173423,1
206303,1
3420,1
1464,1
113321,1
9394,1
3607,1
173428,1
3449,1
219738,1
4760,1
9133,1
9306,1
114342,1
9121,1
9390,1
206170,1
173694,1
9778,1
127689,1
9314,1
223412,1
126169,1
173430,1
223117,1
4433,1
9172,1
11441,1
173689,1
173773,1
10110,1
209309,1
10080,1
173678,1
9710,1
191139,1
174170,1
173446,1
11105,1
174176,1
6121,1
173426,1
3577,1
115259,1
114344,1
211095,1
115493,1
199747,1
115197,1
115684,1
3436,1
64788,1
1275,1
125684,1
11404,1
11078,1
9737,1
11413,1
174119,1
174152,1
173534,1
11039,1
174255,1
3626,1
113870,1
114975,1
11315,1
173571,1
225466,1
211088,1
173582,1
173614,1
64771,1
173421,1
173515,1
173447,1
18402,1
115495,1
17701,1
1404,1
173588,1
113880,1
205933,1
206464,1
173570,1
173968,1
116877,1
173561,1
173684,1
223450,1
11155,1
194677,1
3744,1
223880,1
3850,1
114025,1
164763,1
19696,1
210214,1
219723,1
13158,1
206295,1
2230,1
173550,1
173758,1
173874,1
173937,1
11011,1
4428,1
16637,1
3792,1
173658,1
11165,1
174242,1
17724,1
3561,1
173983,1
173622,1
6424,1
205776,1
174229,1
173798,1
3621,1
225298,1
10458,1
2115,1
173541,1
113866,1
3605,1
173562,1
11058,1
3618,1
116657,1
17709,1
20974,1
3623,1
11350,1
64816,1
11019,1
3625,1
124856,1
124855,1
124770,1
173834,1
114361,1
124757,1
18379,1
173954,1
124706,1
53424,1
124691,1
8743,1
173589,1
225484,1
16826,1
124884,1
174002,1
14751,1
114592,1
174036,1
173403,1
174076,1
173701,1
173774,1
173886,1
173591,1
173705,1
113394,1
203315,1
114003,1
3532,1
174234,1
6423,1
6873,1
113619,1
10026,1
17713,1
125392,1
174188,1
174021,1
173992,1
113909,1
174019,1
3521,1
2191,1
114150,1
127605,1
4258,1
11064,1
124356,1
14931,1
173703,1
173599,1
173674,1
3536,1
225470,1
125383,1
120105,1
174037,1
164493,1
114180,1
125391,1
174175,1
3615,1
14226,1
6983,1
3541,1
174034,1
174063,1
174045,1
124523,1
11043,1
124496,1
174169,1
17717,1
124482,1
124368,1
17719,1
3591,1
3562,1
223872,1
174038,1
10986,1
64802,1
174014,1
3552,1
223177,1
174025,1
3565,1
3587,1
3897,1
115144,1
211145,1
11118,1
10886,1
195083,1
174032,1
174087,1
124524,1
124694,1
174058,1
173932,1
173732,1
17700,1
13143,1
173687,1
174016,1
113985,1
173756,1
174049,1
16575,1
124765,1
174029,1
113864,1
223875,1
223885,1
113517,1
114327,1
113817,1
17714,1
3574,1
13141,1
3725,1
182252,1
173796,1
11075,1
20373,1
3544,1
188059,1
114013,1
6372,1
4093,1
3584,1
173523,1
3430,1
173826,1
3872,1
172908,1
113190,1
17710,1
174098,1
116578,1
10904,1
3874,1
174089,1
173777,1
3568,1
123321,1
1038,1
16606,1
10980,1
173788,1
3586,1
223096,1
174103,1
3553,1
194809,1
113151,1
117098,1
3563,1
18181,1
40660,1
111147,1
124196,1
9009,1
173626,1
195142,1
3830,1
123803,1
4496,1
3894,1
173014,1
3784,1
115498,1
10164,1
123383,1
11539,1
11570,1
122852,1
4502,1
9982,1
3612,1
173860,1
10067,1
122699,1
10083,1
122130,1
4495,1
115537,1
3457,1
116589,1
174050,1
3910,1
209308,1
210841,1
18101,1
163280,1
110317,1
210762,1
210570,1
6444,1
117109,1
122726,1
192855,1
18475,1
160519,1
173814,1
113191,1
171578,1
15512,1
113210,1
117095,1
33760,1
114319,1
20247,1
3798,1
176003,1
173851,1
191197,1
18148,1
223179,1
173509,1
10077,1
193134,1
113988,1
174132,1
137693,1
173929,1
6409,1
110122,1
11061,1
174018,1
11068,1
192998,1
6421,1
173837,1
53072,1
173636,1
174123,1
206897,1
6422,1
3572,1
18103,1
13049,1
117059,1
3754,1
182269,1
9107,1
3454,1
151706,1
115474,1
9991,1
4033,1
193029,1
10076,1
9092,1
4248,1
173531,1
4455,1
198154,1
10188,1
174035,1
173661,1
10207,1
11409,1
166914,1
3885,1
6073,1
7934,1
114977,1
115472,1
184790,1
173583,1
9034,1
9733,1
10549,1
115494,1
3849,1
211554,1
1057,1
141931,1
11410,1
211279,1
173768,1
10982,1
10228,1
173920,1
193038,1
3523,1
192927,1
193086,1
192947,1
192984,1
192925,1
193056,1
223312,1
173994,1
223883,1
110131,1
110329,1
174047,1
1065,1
195038,1
192942,1
193095,1
114183,1
115497,1
121525,1
193089,1
116369,1
3550,1
11519,1
116333,1
9066,1
115326,1
4417,1
185467,1
114000,1
116572,1
9768,1
182097,1
115039,1
9726,1
173649,1
11167,1
211456,1
181749,1
116139,1
162906,1
17698,1
5962,1
173433,1
116211,1
10232,1
9957,1
181012,1
9965,1
180422,1
180399,1
2055,1
202185,1
10000,1
2081,1
174239,1
182078,1
6113,1
157672,1
11297,1
12155,1
9765,1
10230,1
12884,1
225473,1
5187,1
3717,1
163205,1
6868,1
4650,1
183297,1
3731,1
3738,1
210596,1
10005,1
181475,1
11399,1
11428,1
182363,1
115585,1
4999,1
11383,1
113976,1
11416,1
115034,1
9943,1
219722,1
6074,1
180853,1
4994,1
116411,1
116357,1
116374,1
116215,1
116322,1
12398,1
223786,1
181546,1
180427,1
179913,1
180307,1
116347,1
116321,1
116327,1
114181,1
181792,1
115584,1
116325,1
180394,1
110234,1
32344,1
183536,1
16256,1
4910,1
113994,1
114006,1
113996,1
113854,1
10221,1
113289,1
4649,1
116570,1
115689,1
11424,1
18591,1
6725,1
33466,1
188850,1
6865,1
180573,1
2091,1
18204,1
4983,1
211295,1
3732,1
184427,1
110565,1
176616,1
11033,1
176669,1
2153,1
114002,1
3614,1
220093,1
6412,1
114182,1
3624,1
176408,1
3657,1
17721,1
17723,1
113944,1
18107,1
21870,1
3570,1
160296,1
6371,1
167506,1
116465,1
182188,1
19559,1
188597,1
3666,1
172906,1
115672,1
11168,1
3786,1
23741,1
3610,1
11158,1
114004,1
113983,1
173510,1
202668,1
15049,1
6899,1
110088,1
2692,1
113993,1
11392,1
16586,1
231928,1
3569,1
33055,1
16080,1
11122,1
193148,1
193047,1
61637,1
190956,1
181530,1
181123,1
11958,1
182072,1
223881,1
163891,1
209316,1
193168,1
189889,1
187700,1
188799,1
188587,1
207368,1
190973,1
222489,1
181027,1
193049,1
181117,1
180548,1
182100,1
179864,1
180323,1
180907,1
1198,1
5586,1
116588,1
116579,1
9335,1
111341,1
86762,1
113989,1
220525,1
7877,1
73506,1
113147,1
14041,1
173797,1
113992,1
114008,1
113984,1
98058,1
223486,1
211281,1
33154,1
180956,1
113859,1
210732,1
206225,1
113883,1
113966,1
113990,1
113986,1
113860,1
206226,1
86999,1
2469,1
171413,1
113998,1
113825,1
114005,1
33468,1
180213,1
193101,1
113987,1
7901,1
34616,1
6643,1
113991,1
172905,1
223873,1
8410,1
114354,1
223488,1
113850,1
113851,1
180234,1
182291,1
116494,1
180978,1
115904,1
9643,1
210659,1
113168,1
180625,1
223193,1
11512,1
179866,1
7173,1
3812,1
210475,1
2677,1
114340,1
9116,1
180334,1
114175,1
181476,1
114976,1
113497,1
113291,1
7219,1
113614,1
181100,1
113692,1
113159,1
209306,1
14421,1
113272,1
116038,1
113422,1
116584,1
113507,1
113304,1
113656,1
113615,1
2719,1
113756,1
113618,1
113613,1
113612,1
206920,1
10271,1
12015,1
116582,1
116691,1
195205,1
73540,1
173907,1
173586,1
11278,1
210683,1
5240,1
8954,1
113714,1
173846,1
113659,1
114504,1
10701,1
173654,1
180975,1
18573,1
114146,1
113771,1
7189,1
113764,1
210699,1
113952,1
173898,1
113951,1
173817,1
192000,1
15798,1
113660,1
12718,1
206249,1
173980,1
206521,1
17855,1
113760,1
191997,1
113762,1
113758,1
1017,1
15523,1
14134,1
18973,1
180834,1
181662,1
180020,1
181070,1
181286,1
180923,1
115158,1
211280,1
184985,1
114326,1
116529,1
147227,1
113680,1
113603,1
4291,1
203421,1
114041,1
115417,1
114281,1
140468,1
113761,1
113479,1
113505,1
113540,1
113627,1
12576,1
211159,1
114359,1
113650,1
124490,1
211496,1
189964,1
113652,1
2611,1
113483,1
211292,1
113646,1
116963,1
113478,1
7262,1
3960,1
113319,1
116425,1
163007,1
19693,1
147223,1
113617,1
210649,1
219759,1
116199,1
113322,1
113635,1
116600,1
113634,1
113485,1
113616,1
173861,1
204469,1
204721,1
113625,1
2353,1
205310,1
113572,1
4397,1
114127,1
113391,1
115310,1
115634,1
115741,1
126905,1
113470,1
182260,1
113769,1
114239,1
114251,1
114233,1
16666,1
223879,1
114140,1
117818,1
114214,1
113573,1
147642,1
115210,1
113713,1
72230,1
113575,1
211091,1
113707,1
115659,1
116886,1
113767,1
116962,1
116861,1
113698,1
114167,1
113959,1
113520,1
6835,1
211525,1
201911,1
113412,1
113606,1
2856,1
6404,1
8189,1
147104,1
113308,1
6830,1
113722,1
174130,1
13399,1
114277,1
113571,1
201883,1
18440,1
114124,1
12305,1
115731,1
115693,1
198095,1
113755,1
116974,1
115692,1
114869,1
114232,1
115762,1
113307,1
116831,1
224182,1
212069,1
114868,1
19110,1
114471,1
113577,1
114278,1
191979,1
19588,1
113780,1
202711,1
114147,1
222546,1
115524,1
113702,1
114052,1
113545,1
113701,1
113753,1
4632,1
117800,1
211282,1
113589,1
114121,1
113611,1
114275,1
113399,1
113765,1
113285,1
190271,1
113433,1
113768,1
114274,1
115821,1
126904,1
113269,1
7974,1
205885,1
4828,1
211125,1
113607,1
5735,1
113742,1
115127,1
115207,1
113778,1
2384,1
182166,1
113590,1
113777,1
117811,1
113622,1
114879,1
219774,1
202628,1
13633,1
114143,1
4181,1
115031,1
4027,1
113489,1
12655,1
7712,1
115013,1
13760,1
116580,1
3061,1
16737,1
114209,1
12351,1
116832,1
195945,1
11530,1
6299,1
211401,1
8205,1
11984,1
8045,1
114846,1
30409,1
5460,1
117413,1
5931,1
15857,1
10039,1
15268,1
11677,1
2423,1
15504,1
2105,1
5147,1
15569,1
2355,1
32126,1
5920,1
11634,1
202634,1
117819,1
13448,1
224490,1
2528,1
117553,1
1733,1
6280,1
211400,1
12551,1
13815,1
5049,1
17942,1
8094,1
5359,1
190418,1
116568,1
7180,1
1937,1
167942,1
15616,1
3681,1
7198,1
2445,1
16564,1
4554,1
191109,1
202648,1
5682,1
202641,1
116574,1
113518,1
114221,1
9463,1
114195,1
114122,1
113694,1
113284,1
105527,1
19430,1
113318,1
113687,1
181565,1
114152,1
205281,1
211643,1
1288,1
5981,1
113734,1
116558,1
113688,1
206635,1
113286,1
114324,1
205446,1
114158,1
206896,1
11821,1
219744,1
114240,1
113288,1
113303,1
114043,1
222752,1
211151,1
115709,1
114123,1
116964,1
113697,1
114203,1
113686,1
115315,1
114159,1
209925,1
4279,1
114051,1
206724,1
113268,1
110622,1
113968,1
114157,1
113651,1
195387,1
193514,1
116534,1
116587,1
11581,1
211068,1
206699,1
11666,1
211153,1
223876,1
114172,1
11665,1
11654,1
113685,1
6754,1
114897,1
113585,1
114915,1
53360,1
206991,1
114294,1
113587,1
113534,1
116834,1
219776,1
113553,1
9415,1
113312,1
11690,1
65411,1
117554,1
116514,1
114219,1
175974,1
206106,1
115121,1
115145,1
113719,1
1046,1
4585,1
113574,1
205306,1
113580,1
202635,1
113437,1
200958,1
176697,1
202636,1
114571,1
116633,1
202649,1
112854,1
206300,1
20809,1
6381,1
113779,1
114228,1
6996,1
3108,1
114986,1
11819,1
11820,1
114691,1
114737,1
177300,1
201833,1
191138,1
115165,1
115730,1
2857,1
3004,1
3014,1
12522,1
205784,1
182117,1
117234,1
113735,1
113494,1
113744,1
113475,1
202697,1
113704,1
202664,1
202650,1
113774,1
223868,1
113716,1
202132,1
1092,1
113790,1
113963,1
6654,1
113935,1
222564,1
12883,1
114466,1
32222,1
116667,1
210598,1
113766,1
114746,1
113300,1
116987,1
15934,1
225599,1
113411,1
113705,1
113967,1
114990,1
11623,1
113544,1
12739,1
114125,1
113964,1
116686,1
223091,1
113937,1
222627,1
113879,1
115201,1
224491,1
7783,1
115641,1
113752,1
5712,1
222368,1
86802,1
202663,1
113776,1
5620,1
113720,1
198671,1
202702,1
11817,1
114711,1
113490,1
205418,1
12788,1
15599,1
7866,1
114171,1
209298,1
16584,1
117763,1
115479,1
6287,1
73528,1
113684,1
219775,1
113498,1
114238,1
205307,1
113995,1
115683,1
114719,1
19109,1
202701,1
113501,1
164859,1
2271,1
114579,1
113509,1
114039,1
114974,1
113274,1
115492,1
116660,1
115711,1
71513,1
113542,1
113678,1
176879,1
71460,1
210435,1
13446,1
116662,1
174046,1
115526,1
114057,1
113471,1
222362,1
115507,1
10440,1
3313,1
115643,1
116213,1
114743,1
202944,1
113521,1
113759,1
113763,1
73552,1
113426,1
202689,1
200865,1
115655,1
204132,1
115500,1
222955,1
117785,1
204290,1
113772,1
113229,1
1527,1
206139,1
6347,1
113681,1
116218,1
114721,1
17275,1
3505,1
2035,1
4232,1
115471,1
206140,1
9695,1
115855,1
174227,1
9970,1
206201,1
5750,1
4085,1
115357,1
114724,1
14220,1
173121,1
205332,1
1475,1
16453,1
206153,1
6360,1
9763,1
210502,1
173133,1
114462,1
210810,1
1104,1
173106,1
223929,1
115189,1
73542,1
7653,1
116471,1
113306,1
18435,1
173107,1
114552,1
119294,1
16770,1
11602,1
222545,1
114882,1
115509,1
5936,1
114473,1
115525,1
15006,1
19202,1
7028,1
223097,1
115522,1
173104,1
16808,1
4563,1
202700,1
183299,1
16153,1
1243,1
114791,1
114602,1
6728,1
113511,1
117803,1
14786,1
11970,1
74299,1
74497,1
205773,1
173083,1
117799,1
210808,1
173105,1
149239,1
18828,1
8310,1
205854,1
14203,1
14746,1
8992,1
1313,1
15661,1
3520,1
6010,1
18632,1
209900,1
115510,1
6168,1
206964,1
5396,1
219777,1
115577,1
19200,1
115469,1
210417,1
206457,1
19804,1
16422,1
168530,1
1385,1
115645,1
